case_id,WT,TC,ET,RC,mean_wt_tc_et,dice_1_netc,dice_2_snf_h,dice_3_et,dice_4_rc
BraTS-GLI-02796-101,0.9735403871158704,1.0,1.0,0.8837885302488948,0.9911801290386234,1.0,0.9735403871158704,1.0,0.8837885302488948
BraTS-GLI-02808-100,0.8739168813388337,0.25972313777191824,0.25972313777191824,0.9504300259790553,0.4644543856275567,1.0,0.88106085861392,0.25972313777191824,0.9504300259790553
BraTS-GLI-02808-101,0.8991531242847334,0.670150987224158,0.670150987224158,0.9430449661267023,0.7464850329110164,1.0,0.8980301819378497,0.670150987224158,0.9430449661267023
BraTS-GLI-02858-100,0.940098479982873,1.0,1.0,0.9554011370814909,0.9800328266609576,1.0,0.940098479982873,1.0,0.9554011370814909
BraTS-GLI-02858-101,0.9502266505094026,1.0,1.0,0.9425193640440277,0.9834088835031342,1.0,0.9502266505094026,1.0,0.9425193640440277
BraTS-GLI-02873-100,0.6884866343927594,0.0,0.0,0.9551838231528053,0.22949554479758646,1.0,0.690375685943436,0.0,0.9551838231528053
BraTS-GLI-02873-101,0.7452442405123794,1.0,1.0,0.9708820802383606,0.9150814135041264,1.0,0.7452442405123794,1.0,0.9708820802383606
BraTS-GLI-02882-100,0.8954257943194862,1.0,1.0,0.9031750284680823,0.9651419314398287,1.0,0.8954257943194862,1.0,0.9031750284680823
BraTS-GLI-02882-101,0.9223773043691188,1.0,1.0,0.9182126149378932,0.9741257681230396,1.0,0.9223773043691188,1.0,0.9182126149378932
BraTS-GLI-02910-100,0.8668882119449829,0.0,0.0,0.9484299704647909,0.2889627373149943,1.0,0.8692687678285674,0.0,0.9484299704647909
BraTS-GLI-02910-101,0.8726900753852654,0.0,0.0,0.9534928156527056,0.2908966917950885,1.0,0.8712500835170709,0.0,0.9534928156527056
BraTS-GLI-02922-100,0.9164352568779889,0.7320195807706791,0.7320195807706791,0.9294503524426516,0.7934914728064489,1.0,0.9252141036290207,0.7320195807706791,0.9294503524426516
BraTS-GLI-02922-101,0.8689029208781449,0.7098275749032977,0.7104023196810438,0.9461381620467013,0.7630442718208288,0.06369426751592357,0.88008638133619,0.7104023196810438,0.9461381620467013
BraTS-GLI-02924-100,0.8730662791741839,0.8723119478897118,0.8225774225774226,0.8080558980682285,0.8559852165471061,0.5430242272347535,0.8599514781202264,0.8225774225774226,0.8080558980682285
BraTS-GLI-02924-101,0.9243579573851523,0.9278180041590459,0.9345778768459181,0.42991418062934206,0.9289179461300389,0.5379070345513298,0.9064653720956336,0.9345778768459181,0.42991418062934206
BraTS-GLI-02926-100,0.8880003451896386,0.8494581538059799,0.8392905133028755,0.0,0.8589163374328312,0.055299539170506916,0.8805053464743712,0.8392905133028755,0.0
